문서ID,도메인,제목,제안등급(목표),룰,LLM,S,V,M,곱,근거요약,검수자_확정등급,검수자_사유,검수자명
G500-S2-016,ma,비공개 합병 의향서 (가상기업B 대상),S2(2급대외비),S2,S1,1,2,2,4,"문서는 합병 협상 조건과 재무 예측 등 경제적 가치가 높은 정보를 포함하지만, 외부 공개 시 협상력 약화 위험으로 인해 제한된 부서 내부에서만 공유되므로 비공지성",,,
G500-S2-018,legal,2024년 상반기 [가상기업A] 주식회사와의 라이선스 계약 검토 보고서 (초안),S2(2급대외비),S2,S1,1,2,2,4,"문서는 계약 확정 전 내부 검토용으로, 경제적 가치가 높고 승인된 자에 한해 공개되었으나 완전한 비공개 상태는 아님.",,,
G500-S2-019,mixed,2024년 제3분기 신규 제품 라인업 확장 프로젝트 검토안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 내부 검토 자료로 외부 공개 시 경영적 손해가 발생할 수 있으며, 고액 투자와 경쟁력 분석, 생산 일정 등 상당한 경제적 가치와 엄격한 비밀관리가 적용되어",,,
G500-S2-023,legal,NDA 초안: [가상기업A]와 [가상기업B] 간 기술 협력 계약 검토,S2(2급대외비),TS,TS,2,2,2,8,"문서는 공동 연구 개발을 위한 NDA 초안으로, AI 기반 에너지 관리 시스템의 알고리즘 설계도와 매출 예측 데이터 등 고유한 기술 및 전략 정보를 포함하며, 5",,,
G500-S2-024,mixed,2024년 제3분기 영업 전략 검토안,S2(2급대외비),S2,S1,1,2,2,4,"문서는 주요 고객사와의 협력 방안 및 매출 목표 등 경제적 가치가 높은 정보를 포함하며, 엄격한 내부 관리가 적용되어 비밀관리성도 높아 S1에 해당",,,
G500-S2-025,business,[가상기업A] 2024년 Q3 신규 사업 확장 검토안,S2(2급대외비),S1,S2,1,2,1,2,"문서는 신규 사업 확장 계획, 예산, 파트너십 협상 조건 등 경제적 가치가 높은 정보를 포함하지만, 내부 검토 자료로 일부 임직원에게 공유되어 비밀관리성은 중간 ",,,
G500-S2-026,ma,2024년 상반기 [가상기업A] 인수합병 대상 기업 검토 보고서 (임시 초안),S2(2급대외비),TS,S1,1,2,2,4,"비공지성(S)은 내부 검토 자료로 외부에 공개되지 않았으나, 전략기획팀 내부에서 공유되므로 1점. 경제적 유용성(V)은 M&A 후보 기업의 재무제표, 기업가치, ",,,
G500-S2-027,finance,2024년 제4분기 재무 실적 검토 자료,S2(2급대외비),S2,TS,2,2,2,8,"문서는 미래 매출 전망, 핵심 계약 조건, R&D 투자 및 자금 조달 방안 등 경쟁력에 직접적인 영향을 미치는 정보를 포함하며, 엄격한 내부 관리와 외부 공유 금",,,
G500-S2-029,mixed,2024년 상반기 신규 사업 확장 계획 검토 보고서 (초안),S2(2급대외비),S2,S1,1,2,2,4,"문서는 확정 전 단계의 내부 검토 자료로, 경제적 가치가 높고 승인된 자에 한해 공개되며, 외부 공개 시 유출 위험이 있으나 아직 완전히 비공개 상태가 아님.",,,
G500-S2-030,business,2024년도 [가상기업A]와의 전략적 제휴 검토안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 아직 확정되지 않은 협력 방안의 비공식 논의 내용을 포함하며, 외부 공개가 엄격히 금지되어 있어 비공지성(S=2)이 높고, 300억 원 규모의 투자와 시장",,,
G500-S2-031,ma,2024년 상반기 [가상기업A] 주식 매수 계획안 (초안),S2(2급대외비),S2,TS,2,2,2,8,"문서는 외부 공개 시 협상력 약화 및 시장 혼란을 초래할 수 있는 민감한 인수 조건과 재무 정보를 포함하며, 내부 보안 유지가 필수적임.",,,
G500-S2-032,finance,2024년 제4분기 매출 예측 및 자금 조달 방안 검토 보고서,S2(2급대외비),S2,S1,1,2,2,4,"매출 예측 및 자금 조달 방안 등 경영 전략 정보는 경제적 가치가 높고(2), 내부 승인자에 한해 공유(2), 다만 외부에 공개되지 않았으나 통상적 방법으로 입수",,,
G500-S2-033,legal,AI 기술 공동 개발을 위한 비밀유지 협약(NDA) 검토안,S2(2급대외비),S1,S3,0,0,0,0,,,,
G500-S2-034,mixed,2024년 제4분기 신제품 출시 전략 검토 자료,S2(2급대외비),S2,S1,1,2,2,4,"내부 검토 자료로 외부 공개 시 경쟁사에 유리한 정보 유출 위험 존재(비공지성 S=1), 신제품 출시 전략·예산·협력사 등 고비용·고노력 투입 정보(경제적 유용성",,,
G500-S2-035,business,2024 Q3 신규시장 확장 사업계획 내부검토 자료,S2(2급대외비),S2,S1,1,2,2,4,"사업계획 검토안은 외부에 공개되지 않았으나 내부 검토팀에 공유되어 있고, 고액 투자 계획과 시장 분석 등 경제적 가치가 높으며, 승인된 인원에 한해 관리되고 있어",,,
G500-S2-036,ma,2024년 제4분기 [가상기업A] 매출 예측 및 전략 검토 보고서,S2(2급대외비),S2,TS,2,2,2,8,"문서는 내부 회의 및 검토 중인 재무 전략, 인수 협상 조건, 주식 매수 계획 등이 포함되어 있으며, 이는 외부 공개 시 경제적 가치가 크고, 보유자 통하지 않으",,,
G500-S2-038,legal,2024년 상반기 [가상기업A]와의 라이선스 계약 검토안,S2(2급대외비),S1,TS,2,2,2,8,"협상 조건과 금액 조건 등 경제적 가치가 높고, 엄격한 비밀관리가 적용되어 있으며, 외부 공개 시 협상력 약화 등 심각한 영향을 초래할 수 있어 비공지성도 높음.",,,
G500-S2-039,mixed,2024년 상반기 주요 사업 협상 조건 검토 보고서,S2(2급대외비),S2,S1,1,2,2,4,"협상 조건과 투자 규모 등 경제적 가치가 높고, 내부 검토 및 보안 서버를 통한 제한적 공유로 비밀관리성이 높아 S1 등급",,,
G500-S2-040,business,제3자 파트너십 협력 검토안 - [가상기업A]와의 AI 기반 스마트시티 솔루션 공동 개발 ,S2(2급대외비),S3,S2,1,2,1,2,"문서는 내부 협의를 위한 것으로, 외부에 공개되지 않았으나 회사 내부에서 접근 가능(비공지성 S=1). 고액 투자 및 시장 진입 계획 등 경제적 가치가 높음(유용",,,
G500-S2-041,ma,2024년 상반기 주식 매수 계획안 (초안),S2(2급대외비),S2,TS,2,2,2,8,"투자 계획 및 협상 조건은 외부 공개 금지이며, 경제적 가치가 높고 엄격한 비밀관리가 적용됨",,,
G500-S2-042,finance,2024년도 제3분기 재무 전략 검토 보고서,S2(2급대외비),S2,S1,1,2,2,4,"재무 전략 검토 자료로 경제적 가치가 높고, 내부 검토 기간 동안 제한된 인원에게 공개되어 비밀관리성이 보장됨",,,
G500-S2-043,legal,외부 협력사와의 공동 개발 계약에 관한 비밀유지 협약(NDA) 검토안,S2(2급대외비),TS,S3,0,0,0,0,,,,
G500-S2-044,mixed,2023년 하반기 신규 사업 개발 검토 보고서 (초안),S2(2급대외비),S2,S1,1,2,2,4,"문서는 내부 검토용으로 외부 공개 시 협상력 약화 위험을 경고하며, 경제적 가치가 높고 승인된 자에 한해 공유 관리 중이므로 S1.",,,
G500-S2-045,business,가상기업A와 [가상기업B] 간 전략적 협력 검토 보고서 (초안),S2(2급대외비),S2,TS,2,2,2,8,"문서는 외부 유출 시 협상력 약화 및 시장 혼란을 초래할 수 있는 고유한 협력 조건과 투자금, 지분 이전 비율 등 경제적 가치가 높고, 전략기획팀 내부에 엄격히 ",,,
G500-S2-046,ma,2024년 상반기 주식 매수 계획안 (초안),S2(2급대외비),S2,S1,1,2,2,4,"문서는 주식 매수 계획이라는 전략적 재무 정보로, 경제적 가치가 높고 내부 부서에 한해 공유되며 외부 유출 시 영향이 클 것으로 판단되어 S1로 분류됨",,,
G500-S2-047,finance,2023년도 4분기 결산 초안 검토 자료,S2(2급대외비),S2,TS,2,2,2,8,"잠정 결산 자료는 외부 공개 시 협상력 약화 및 시장 혼란 유발 가능성이 높고, 경제적 가치가 크며 엄격한 접근 관리가 적용되어 비공지성(S), 경제적 유용성(V",,,
G500-S2-048,legal,비밀유지협약(NDA) 초안 검토안,S2(2급대외비),S1,S1,1,2,2,4,"비공지성(S)은 협약 초안으로 아직 공개되지 않았으나, 협상 중인 문서로 완전한 비공개는 아님. 경제적 유용성(V)은 공동 개발 기술, 고객 리스트 등 고가의 정",,,
G500-S2-050,business,2024년도 상반기 신규 사업 확장 전략 검토안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 확정 전 단계의 전략 방향성과 고액 투자 계획, R&D 증대 방안 등 경제적 가치가 높고, 내부 팀만 공유하며 외부 유출 시 경쟁력 약화 위험이 있어 비공",,,
G500-S2-051,ma,2024년 상반기 [가상기업A] 인수합병 대상 기업 [가상기업B] 실사 보고서 (초안),S2(2급대외비),TS,TS,2,2,2,8,"M&A 실사 보고서는 경영 결정에 중대한 영향을 미치는 핵심 정보로, 외부 공개 시 경쟁사 분석 및 협상력 약화 등 심각한 유출 위험을 초래할 수 있음.",,,
G500-S2-052,finance,2024년도 제2차 자금조달 계획 검토안,S2(2급대외비),S1,S1,1,2,2,4,"문서는 자금조달 전략과 재무 구조 개선 계획 등 경제적 가치가 높은 정보를 포함하며, 내부 검토 자료로 엄격한 접근 제한이 적용되어 비밀관리성이 높으나 외부에 공",,,
G500-S2-053,legal,라이선스 계약 검토안 (가상기업A와 [가상기업B] 간),S2(2급대외비),S1,S3,0,0,0,0,,,,
G500-S2-054,mixed,2024년 상반기 신규 제조설비 도입 사업 검토안,S2(2급대외비),S2,S3,0,0,0,0,,,,
G500-S2-055,business,2024년 Q3 신규 사업 확장 계획 검토안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 확정 전 단계의 핵심 전략과 고액 투자 계획, 독자 개발 기술을 포함하며, 외부 유출 시 협상력 약화 및 시장 혼란을 초래할 수 있어 비공지성(S=2), ",,,
G500-S2-056,ma,2024년 제3분기 합병 실사 보고서 (가상기업A → [가상기업B]),S2(2급대외비),TS,S2,1,2,1,2,"문서는 합병 실사 과정의 민감한 정보를 포함하며, 경제적 가치가 높고 승인된 자에 한해 공유됨",,,
G500-S2-057,finance,2024년 상반기 결산 초안 및 자금 조달 계획 검토 보고서,S2(2급대외비),TS,S1,1,2,2,4,"재무 전략 및 자금 조달 방안 등 경제적 가치가 높고, 내부 검토 중인 문서로 비밀관리가 철저히 이루어졌으나, 일부 재무 수치가 언급되어 비공지성은 중간 수준",,,
G500-S2-058,legal,비밀유지협약(NDA) 초안 검토안,S2(2급대외비),S1,TS,2,2,2,8,"문서는 NDA 체결 후 5년간 비밀유지 의무가 있으며, 핵심 기술 정보와 고액 투자 계획 등 경제적 가치가 높고, 법무팀의 엄격한 관리 및 접근 제한 조항으로 인",,,
G500-S2-060,business,2024년도 신규 사업 개발 검토안,S2(2급대외비),S3,S2,1,2,1,2,"문서는 전략기획팀 내부에서 검토 중인 초안으로 비공개 상태이며, 고액 투자와 시장 점유율 목표 등 경제적 가치가 높으나, 현재는 내부 팀에 한해 공유되고 있어 비",,,
G500-S2-061,ma,2024년도 제3자 주식 매수 계획안 (안1),S2(2급대외비),TS,TS,2,2,2,8,"문서는 주식 인수 계획, 재무 평가, 기술 특허 가치 평가 등 고액 거래와 관련된 핵심 정보를 포함하며, 외부 공개 시 시장 영향 및 경쟁력 약화 위험이 크고, ",,,
G500-S2-063,legal,라이선스 계약 검토안 (가상기업A와 [가상기업B] 간),S2(2급대외비),TS,S2,1,2,1,2,"문서는 계약 검토 중인 기술 라이선스 조건, 금액, 비경쟁 조항 등 경제적 가치가 높은 정보를 포함하지만, 내부 검토 및 법무팀 협의를 통해 제한된 인원만 접근 ",,,
G500-S2-065,business,2024년 제4분기 신규 사업 확장 계획 검토안,S2(2급대외비),S2,S1,1,2,2,4,"문서는 확정 전 단계의 전략적 방향성과 재무 영향 분석을 포함하며, 내부 검토팀에 한해 엄격히 관리되고 있어 경제적 가치가 높고 비밀관리가 철저함.",,,
G500-S2-066,ma,제3차 합병 실사 보고서(2023년 4분기 기준),S2(2급대외비),S2,TS,2,2,2,8,"합병 실사 보고서는 재무·IT·법무 등 핵심 정보를 포함하며, 외부 공개 시 경제적 손실 및 전략적 우위 상실 위험이 크므로 비공지성(S=2), 경제적 유용성(V",,,
G500-S2-067,finance,2024년 제4분기 매출 예측 및 자금 조달 방안 검토 안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 외부 공개 시 협상력 약화 및 시장 혼란을 초래할 수 있는 민감 정보를 포함하며, 재무부 내부만 공유 가능해 비공지성(S=2), 경제적 유용성(V=2), ",,,
G500-S2-071,ma,비공개 합병 의향서 (가상기업A-가상기업B),S2(2급대외비),S2,S1,2,2,1,4,"문서는 합병 협상 조건, 자금 조달 계획, 조직 통합 계획 등 경영 전략과 재무 정보를 포함하며, 외부 공개 시 경영적 불이익을 초래할 수 있어 비공지성(S=2)",,,
G500-S2-072,finance,2024년 1분기 매출 예측 및 재무 전망 보고서,S2(2급대외비),S2,S1,1,2,2,4,"문서는 외부 공개 금지 및 내부 검토 중인 예측 정보로, 경제적 가치가 높고 승인된 인원에 한해 공유되며 비공지성은 통상적 방법으론 입수 곤란한 수준이다.",,,
G500-S2-073,legal,비공개 협력사 제휴 계약 검토안,S2(2급대외비),S3,S1,2,2,1,4,"계약서 초안은 외부 공개 시 협상력 약화 및 시장 혼란을 유발할 수 있는 민감 정보를 포함하고 있으나, 법무팀 등 내부 일부 인원에 한해 공유되어 비밀관리성은 중",,,
G500-S2-076,ma,2024년도 제3사 인수합병 실사 보고서 (초안),S2(2급대외비),S3,S2,1,2,1,2,"비공지성(S=1: 내부 보고서로 외부에 공개되지 않음), 경제적 유용성(V=2: 인수 결정에 중요한 재무·법적·운영 정보 포함), 비밀관리성(M=1: 인수 관련 ",,,
G500-S2-077,finance,2024년 상반기 매출 전망 및 자금 조달 계획 검토안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 외부 공개 금지 및 내부 검토를 거쳐야 하며, 매출 전망·자금 조달 계획·원가 절감 프로젝트 등 경제적 가치가 높은 정보를 포함하고 있어 비공지성과 비밀관",,,
G500-S2-081,ma,2024년 1분기 [가상기업A] 합병 대상 기업 실사 보고서 (초안),S2(2급대외비),TS,S1,2,2,1,4,"문서는 외부 공개 금지로 비공지성(S=2), M&A 팀 내부 검토로 비밀관리성(M=1), 재무·법적·기술 정보로 경제적 유용성(V=2)을 충족하여 S1 등급",,,
G500-S2-082,finance,2024년 1분기 매출 예측 검토안 (초안),S2(2급대외비),S2,S1,1,2,2,4,"문서는 외부 공개 시 협상력 약화 및 주식 가격 변동 위험을 경고하며, 내부 검토를 위한 초안으로 승인된 자에 한해 공유되므로 비공지성(S=1), 경제적 유용성(",,,
G500-S2-083,legal,2024년 상반기 주요 파트너사와의 라이선스 계약 검토안,S2(2급대외비),S2,S3,0,0,0,0,,,,
G500-S2-085,business,2024년 제4분기 신규 사업 확장 검토안,S2(2급대외비),TS,TS,2,2,2,8,"문서는 외부 유출 시 시장 혼란 및 협상력 약화로 이어질 수 있는 민감 정보를 포함하며, 고액 투자와 수익 분배 조건 등 상당한 경제적 가치가 있고, 암호화된 채",,,
G500-S2-086,ma,2024년도 상반기 [가상기업A] 인수합병 실사 보고서 (초안),S2(2급대외비),S2,S1,2,2,1,4,"비공개 정보로 경제적 가치가 높으나, 외부 공개 시 유출 위험을 경고하는 문장 없음",,,
G500-S2-087,finance,2023년 3분기 매출 예측 및 영업 전략 검토 보고서,S2(2급대외비),S2,TS,2,2,2,8,"문서는 미확정된 매출 예측, 고객 협상 조건, 자금 조달 계획 등 경제적 가치가 높은 정보를 포함하며, 외부 공개 금지와 엄격한 내부 관리가 적용되어 비공지성(S",,,
G500-S2-088,legal,비밀유지 협약(NDA) 초안 (가상기업A와 [가상기업B] 간),S2(2급대외비),S1,S3,0,0,0,0,,,,
G500-S2-089,mixed,신규 서비스 출시 전략 검토 보고서,S2(2급대외비),S1,TS,2,2,2,8,"문서는 외부 공개 시 경쟁력 약화 및 시장 혼란 위험으로 비공개이며, 고액 투자와 경쟁사 대비 우위를 위한 경제적 가치가 높고, 관련 부서에 한해 공유되는 엄격한",,,
G500-S2-090,business,2024년 상반기 신규 시장 진출 전략 검토안,S2(2급대외비),S2,S1,1,2,2,4,"문서는 확정 전 단계의 내부 검토 자료로, 시장 진출 전략 및 예산 배분 등 경제적 가치가 높은 정보를 포함하지만, 외부 공개 시 혼란을 유발할 수 있어 비밀관리",,,
G500-S2-091,ma,가상기업A 인수합병 대상 기업 [가상기업B] 실사 보고서(초안),S2(2급대외비),TS,S1,1,2,2,4,"내부 검토용으로 외부 공개 시 기업 가치에 부정적 영향을 줄 수 있는 정보로, 재무·법적·운영 분석 내용이 포함되어 경제적 가치가 높고, 승인된 자에 한해 공개 ",,,
G500-S2-092,finance,2024년 제4분기 매출 예측 및 예산 배분 검토안,S2(2급대외비),S2,S1,2,2,1,4,"문서는 매출 예측, 예산 배분, 협상 조건 등 경영 전략과 재무 정보를 포함하여 경제적 가치가 높고, 내부 관리되지만 외부에 공개되지 않아 비공지성과 비밀관리성에",,,
G500-S2-094,mixed,[가상기업A] 2024년 제4분기 신규 시장 진출 사업계획 검토안,S2(2급대외비),S3,S2,1,2,1,2,"비공지성(S)은 시장 진출 전략과 예산 등 내부 검토 중인 정보로 일반적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 예상 매출 및 예산 등 고비용·고노력 ",,,
G500-S2-096,ma,2024년도 제3분기 매출 전망 및 전략 검토 보고서,S2(2급대외비),S2,TS,2,2,2,8,"문서는 재무 전망, 합병 협상 조건, 기술 협력 계약 등 고유한 경제적 가치와 비밀관리가 철저히 이루어진 정보를 포함하여 TS 등급에 해당함",,,
G500-S2-097,finance,2024년 상반기 자금 조달 및 매출 계획 검토안,S2(2급대외비),S2,S1,1,2,2,4,"문서는 재무 계획, 협상 지연, 신규 투자자 유치 등 경영 전략과 관련된 정보를 포함하며, 내부 보안 점검 및 절차 강화 등 비밀관리가 이루어져 있어 경제적 가치",,,
G500-S2-098,legal,"2024년 상반기 [가상기업A] 기술라이선스 계약 검토안 (판매자: [가상기업B], 구매자",S2(2급대외비),S3,S1,2,2,1,4,"문서는 특허권 및 금액 조건 등 경제적 가치가 높은 정보를 포함하며, 외부에 공개되지 않았으나 내부 협의자에게만 공유됨",,,
G500-S2-099,mixed,2024년 제4분기 신규 사업 확장 계획 검토안,S2(2급대외비),S2,S3,0,0,0,0,,,,
G500-S2-101,ma,2024년 [가상기업A] 인수합병 실사 보고서 (초안),S2(2급대외비),TS,S1,2,2,1,4,"문서는 잠재적 인수합병 기회와 관련된 전략적 정보를 포함하며, 외부 공개 시 협상력 약화 및 시장 혼란을 유발할 수 있어 비공지성(S=2)과 경제적 유용성(V=2",,,
G500-S2-103,legal,계약 검토를 위한 비밀유지 협약(NDA) 초안 검토안,S2(2급대외비),TS,TS,2,2,2,8,"문서는 협력 프로젝트의 기술 계획, 예산, IP 비율 등 고액 투자와 경제적 가치가 높은 정보를 포함하며, 내부 논의 자료로 승인된 자에 한해 공개되어 비밀관리성",,,
G500-S2-105,business,제3자 협력사와의 전략적 파트너십 검토안,S2(2급대외비),S1,S3,0,0,0,0,,,,
G500-S2-107,finance,Q3 자금조달 계획 검토안 (2023년 8월),S2(2급대외비),S1,S1,1,2,2,4,"자금 조달 전략 및 예산 배분 계획은 경영 전략에 직접적인 영향을 미치며, 외부 공개가 엄격히 금지되어 있어 비밀관리성이 높으나, 금융시장 일반 정보와 중복될 수",,,
G500-S2-108,legal,라이선스 계약 검토안 (2023년 4분기),S2(2급대외비),S1,S1,2,2,1,4,"계약서 초안은 내부 검토 중이며, 기술 라이선스 범위와 수익 분배 구조 등 고액 거래 조건이 포함되어 경제적 가치가 높고, 비공개 조항이 있으나 아직 최종 승인 ",,,
G500-S2-111,ma,2024년 상반기 인수합병 대상 기업 실사 보고서 (초안),S2(2급대외비),TS,TS,2,2,2,8,"문서는 외부 공개 금지 및 특정 인원만 공유하는 등 엄격한 비밀관리가 적용되었으며, 인수합병 관련 재무·법적·기술적 정보로 상당한 경제적 가치가 있는 것으로 판단",,,
G500-S2-112,finance,2024년 제3분기 매출 조정안,S2(2급대외비),S2,TS,2,2,2,8,"문서는 시장 혼란 및 협상력 약화 우려가 있는 재무·협상 정보를 담고 있으며, 엄격한 내부 검토 및 외부 공유 금지 조치가 적용되어 경제적 가치가 높고 비밀관리가",,,
G500-S2-114,mixed,2024년 2분기 매출 예측 및 전략 검토 보고서 (초안),S2(2급대외비),S2,S1,1,2,2,4,"내부 검토 자료로 비공개 상태이지만, 매출 예측, R&D 비용, 경쟁사 대응 전략 등 경제적 가치가 높고, 승인된 자에 한해 공유되는 관리 수준으로 S1에 해당",,,
G500-S2-115,business,2024년 Q3 신제품 출시 전략 검토안,S2(2급대외비),S2,S1,2,2,1,4,"문서는 출시 전략, 투자 예산, 파트너십 조건 등 경쟁사가 알기 어려운 정보를 포함하며, 경제적 가치가 높고 내부 검토를 위한 제한된 인원에게 공유되어 비밀관리성",,,
G500-S2-116,ma,2024년 제3자 주식 매수 계획 검토안,S2(2급대외비),S2,S3,0,0,0,0,,,,
G500-S2-117,finance,2024년도 제3분기 자금조달 계획 검토안,S2(2급대외비),S2,S1,1,2,2,4,"자금조달 계획 및 리스크 관리 방안 등 경제적 가치가 높고, 내부 검토 단계이지만 외부 공개 시 협상력 약화 등 부정적 영향 발생 가능",,,
G500-S2-118,legal,비밀유지 협약서 (NDA) 초안 - [가상기업A]와 [가상기업B] 간 협력 프로젝트,S2(2급대외비),S3,S1,1,2,2,4,"비공지성(S)은 정보가 공개되지 않았으나 당사자 간 공유됨(1점), 경제적 유용성(V)은 프로젝트 기술 및 매출 예측 등 고비용·고노력 정보(2점), 비밀관리성(",,,
G500-S2-121,ma,2024년 제3분기 합병 검토안,S2(2급대외비),S2,S3,0,0,0,0,,,,
G500-S2-122,finance,2024년 상반기 분기별 매출 예측 및 자금 조달 방안 검토 안,S2(2급대외비),S2,S1,2,2,1,4,"문서는 내부 자료로 비공개이며, 경제적 가치가 높고 일부 임직원만 공유되어 비밀관리성이 중간 수준으로 평가됨.",,,
G500-S2-124,mixed,2024년 상반기 협력사 A사와의 신규 제조업 협력 계약 검토안,S2(2급대외비),S1,S1,2,2,1,4,"문서는 내부 검토용으로 외부 공개 금지이며, 3.5조 원 규모의 협력 계약 조건을 포함해 경제적 가치가 높고, 일부 부서에만 공유되어 비밀관리성은 중간 수준이다.",,,
G500-S3-001,business,2025년 [가상기업A] 신재생에너지 사업 확장 계획서,S3(3급공개),S1,S2,1,2,1,2,"프로젝트 계획서로, 특정 국가와의 협력 내용, 투자 규모, 기술 도입 계획 등이 포함되어 비공지성(S=1)과 경제적 유용성(V=2)이 높으나, 내부 관리 범위는 ",,,
G500-S3-002,finance,2024년도 [가상기업A] 주식회사 자금 조달 계획서,S3(3급공개),S3,S1,1,2,2,4,"투자 유치 계획 및 자금 사용 내역은 경제적 가치가 높고, 법무·재무팀 등 승인된 자에 한해 공유되며, 통상적 방법으로는 입수 곤란한 정보로 판단됨.",,,
G500-S3-003,tech,AI 기반 클라우드 플랫폼 '스마트워크 2.0' 공개 자료,S3(3급공개),S1,S3,0,0,0,0,,,,
G500-S3-005,business,2024년 [가상기업A] 신규 사업 확장 계획서 (초안),S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 상당한 비용·노력 투입(2점), 비밀관리성(M)은 임직원 일부만 공유(1점)로 계산되어 ",,,
G500-S3-008,mixed,2023년 Q3 신제품 출시 관련 보도자료 초안,S3(3급공개),S3,S1,1,2,2,4,"문서는 출시 일정, 제품 기능, 가격, 마케팅 전략 등 경쟁사가 경제적 이점을 얻을 수 있는 정보를 포함하며, 내부 협업을 통해 제한된 인원에게 공유되어 비밀관리",,,
G500-S3-010,finance,2023년도 1분기 재무제표 공개 자료,S3(3급공개),S2,S3,0,0,0,0,"문서는 2023년 4월 10일자로 공식 공개되었으므로 비공지성(S)=0, 경제적 유용성(V)=0, 비밀관리성(M)=0로 등급 S3(3급 공개)에 해당",,,
G500-S3-011,tech,AI 기반 고객 분석 기술 개발 연구 보고서,S3(3급공개),S3,S2,1,2,1,2,"비공지성(S)은 통상적 방법으론 입수 곤란(1점), 경제적 유용성(V)은 상당한 비용·노력 투입(2점), 비밀관리성(M)은 임직원 일부만 공유(1점)로, 등급은 ",,,
G500-S3-013,business,2024년 [가상기업A] 사업전략 및 확장 계획,S3(3급공개),S3,S1,1,2,2,4,"문서는 경영 전략, 투자 계획, R&D 개발 현황 등 경제적 가치가 높은 정보를 포함하며, 내부 관리자와 승인된 인원에 한해 공유되는 비밀관리성을 갖는다.",,,
G500-S3-014,finance,2024년도 제3차 유상증자 실행 계획서,S3(3급공개),S3,S2,1,2,1,2,"증자 자금 배분 및 일정 등 경제적 가치가 높은 정보이지만, 주주총회 및 투자자 설명회 등 제한된 대상에게 공개될 예정으로 비밀관리성은 중간 수준",,,
G500-S3-015,tech,AI 기반 고객 분석 플랫폼 개발 프로젝트 연구 노트,S3(3급공개),S3,S1,2,2,1,4,"비공개 상태이며 경제적 가치가 높고, 일부 임직원만 접근 가능해 비밀관리성이 중간 수준",,,
G500-S3-016,mixed,2024년도 신규 제품 출시 계획 보고서,S3(3급공개),S3,TS,2,2,2,8,"제품 출시 일정, 기능 개선, 협업 계획 등 경쟁사에게 유리한 정보로, 비공개 상태이며 고비용·고노력 투입된 전략 정보로, 승인된 자에 한해 공유 관리됨.",,,
G500-S3-017,business,2024년 제4사분기 신규 협력사 선정 검토 보고서,S3(3급공개),S2,S2,1,1,1,1,"내부 협력사 선정 평가 결과로, 경제적 가치는 중간 수준이며 제한된 인원에게만 공유된 정보로 비밀관리성이 중간 수준이다.",,,
G500-S3-018,finance,제3분기 재무결산 보고서 초안,S3(3급공개),S2,S2,1,2,1,2,"재무결산 초안은 공식 공개 전 문서로 비공지성(S=1)이며, 경제적 가치(V=2)와 제한된 관리(M=1)로 인해 S2로 분류됨",,,
G500-S3-019,tech,AI 기반 추천 알고리즘 설명서,S3(3급공개),S1,S2,1,2,1,2,"비공지성(S)은 아직 외부에 공개되지 않았으나, 코드는 GitHub에 공개될 예정이므로 1점. 경제적 유용성(V)은 32%의 추천 정확도 향상과 대규모 데이터 처",,,
G500-S3-020,mixed,2024년 상반기 신제품 출시 계획 보고서,S3(3급공개),S2,S2,1,2,1,2,"문서는 내부 프로젝트 계획 및 시장 전략을 포함하지만, 외부에 공개된 정보는 아니며, 경제적 가치가 높고 일부 임직원에게만 공유된 것으로 판단됨.",,,
G500-S3-021,business,2024년 제3국 시장 진출 전략 사업계획서,S3(3급공개),S3,S2,1,2,1,2,"시장 진출 전략, 투자 계획, 재무 목표 등 경제적 가치가 높은 정보로, 통상적 방법으론 입수 곤란하지만 보유자 통하지 않으면 알 수 없음. 비밀관리는 임직원 일",,,
G500-S3-022,finance,2023년도 3분기 결산 보고서 초안,S3(3급공개),S2,S3,0,0,0,0,,,,
G500-S3-023,tech,AI 기반 고객 분석 플랫폼 '스마트에이블' 공식 출시 발표,S3(3급공개),S1,S3,0,0,0,0,"문서는 정식 출시를 알리는 보도자료로, 외부에 공개된 정보이므로 비공지성(S)이 0점이다.",,,
G500-S3-024,mixed,AI 기반 고객 서비스 플랫폼 '스마트케어' 공식 출시 발표,S3(3급공개),S1,S3,0,2,0,0,"문서는 공식 출시 발표로 이미 공개된 정보로, 비공지성(S)은 0점이며, 경제적 유용성(V)은 고액 투자와 기술적 우위로 2점, 비밀관리성(M)은 공개된 정보로 ",,,
G500-S3-025,business,가상기업A-가상기업B 간 전략적 협력 모색을 위한 협력 검토 보고서,S3(3급공개),S3,S2,1,2,1,2,"문서는 내부 검토 중인 협력 계획 및 투자 계획을 포함하며, 외부에 공개되지 않았으나 특정 부서 및 경영진에 한해 공유되어 비공지성(S=1), 경제적 가치(V=2",,,
